time(ms),count,cpm,uSv/h,uSv/hError
20144412,0,2.100,0.040,0.006
20152288,0,2.100,0.040,0.006
20225816,0,1.950,0.037,0.006
20261508,0,1.900,0.036,0.006
20278330,0,1.950,0.037,0.006
20327225,0,2.000,0.038,0.006
20375479,0,1.900,0.036,0.006
20385178,0,1.950,0.037,0.006
20423523,0,2.000,0.038,0.006
20525649,0,1.850,0.035,0.006
20547735,0,1.850,0.035,0.006
20620157,0,1.800,0.034,0.006
20622743,0,1.850,0.035,0.006
20630584,0,1.900,0.036,0.006
20650035,0,1.950,0.037,0.006
20666860,0,1.950,0.037,0.006
20676998,0,2.000,0.038,0.006
20719355,0,2.050,0.039,0.006
20741960,0,1.950,0.037,0.006
20753144,0,1.950,0.037,0.006
20759472,0,2.000,0.038,0.006
20824153,0,1.950,0.037,0.006
20826370,0,2.000,0.038,0.006
20876599,0,1.950,0.037,0.006
20882983,0,2.000,0.038,0.006
20890818,0,2.050,0.039,0.006
20897186,0,2.100,0.040,0.006
20901655,0,2.150,0.041,0.006
20917421,0,2.200,0.041,0.006
20921554,0,2.250,0.042,0.006
20977626,0,2.250,0.042,0.006
20988466,0,2.300,0.043,0.006
21016386,0,2.200,0.041,0.006
21028394,0,2.200,0.041,0.006
21036595,0,2.250,0.042,0.006
21068128,0,2.250,0.042,0.006
21089895,0,2.300,0.043,0.006
21112829,0,2.300,0.043,0.006
21122077,0,2.350,0.044,0.006
21138138,0,2.350,0.044,0.006
21144535,0,2.350,0.044,0.006
21162904,0,2.400,0.045,0.007
21172633,0,2.450,0.046,0.007
21206446,0,2.450,0.046,0.007
21225488,0,2.400,0.045,0.007
21226621,0,2.450,0.046,0.007
21226959,0,2.500,0.047,0.007
21237084,0,2.550,0.048,0.007
21256129,0,2.550,0.048,0.007
21285373,0,2.600,0.049,0.007
21287246,0,2.650,0.050,0.007
21296888,0,2.700,0.051,0.007
21298765,0,2.750,0.052,0.007
21314730,0,2.750,0.052,0.007
21318081,0,2.800,0.053,0.007
21360433,0,2.650,0.050,0.007
21373242,0,2.650,0.050,0.007
21390081,0,2.700,0.051,0.007
21409566,0,2.750,0.052,0.007
21436934,0,2.750,0.052,0.007
21460930,0,2.750,0.052,0.007
21471143,0,2.800,0.053,0.007
21484031,0,2.800,0.053,0.007
21553519,0,2.800,0.053,0.007
21558694,0,2.850,0.054,0.007
21563545,0,2.900,0.055,0.007
21711626,0,2.800,0.053,0.007
21773807,0,2.750,0.052,0.007
21787638,0,2.800,0.053,0.007
21825891,0,2.750,0.052,0.007
21866201,0,2.650,0.050,0.007
21894730,0,2.650,0.050,0.007
21896579,0,2.700,0.051,0.007
21912931,0,2.750,0.052,0.007
21944827,0,2.700,0.051,0.007
21948208,0,2.750,0.052,0.007
21956449,0,2.700,0.051,0.007
21982245,0,2.750,0.052,0.007
22039760,0,2.750,0.052,0.007
22046877,0,2.800,0.053,0.007
22051337,0,2.850,0.054,0.007
22079410,0,2.850,0.054,0.007
22098107,0,2.750,0.052,0.007
22123676,0,2.650,0.050,0.007
22133827,0,2.700,0.051,0.007
22163125,0,2.750,0.052,0.007
22207583,0,2.700,0.051,0.007
22234456,0,2.700,0.051,0.007
22257078,0,2.700,0.051,0.007
22263327,0,2.750,0.052,0.007
22264044,0,2.800,0.053,0.007
22282525,0,2.800,0.053,0.007
22288125,0,2.800,0.053,0.007
22298187,0,2.850,0.054,0.007
22335012,0,2.750,0.052,0.007
22352243,0,2.700,0.051,0.007
22419789,0,2.600,0.049,0.007
22439008,0,2.450,0.046,0.007
22456202,0,2.450,0.046,0.007
22457692,0,2.500,0.047,0.007
22514339,0,2.250,0.042,0.006
22626160,0,2.150,0.041,0.006
22644139,0,2.150,0.041,0.006
22673911,0,2.100,0.040,0.006
22732402,0,2.100,0.040,0.006
22750410,0,2.150,0.041,0.006
22786425,0,2.050,0.039,0.006
22793165,0,2.100,0.040,0.006
22807090,0,2.150,0.041,0.006
22856904,0,2.200,0.041,0.006
22862119,0,2.250,0.042,0.006
22886117,0,2.300,0.043,0.006
22892113,0,2.350,0.044,0.006
22910039,0,2.350,0.044,0.006
22957661,0,2.400,0.045,0.007
22966593,0,2.450,0.046,0.007
22974400,0,2.450,0.046,0.007
22979223,0,2.500,0.047,0.007
23027794,0,2.450,0.046,0.007
23028505,0,2.500,0.047,0.007
23032219,0,2.550,0.048,0.007
23037760,0,2.600,0.049,0.007
23052231,0,2.650,0.050,0.007
23053994,0,2.700,0.051,0.007
23130753,0,2.550,0.048,0.007
23215161,0,2.400,0.045,0.007
23228637,0,2.450,0.046,0.007
23232287,0,2.500,0.047,0.007
23255583,0,2.350,0.044,0.006
23257423,0,2.400,0.045,0.007
23293506,0,2.350,0.044,0.006
23312922,0,2.400,0.045,0.007
23334080,0,2.350,0.044,0.006
23347934,0,2.400,0.045,0.007
23426837,0,2.350,0.044,0.006
23427547,0,2.400,0.045,0.007
23429022,0,2.450,0.046,0.007
23433467,0,2.450,0.046,0.007
23470623,0,2.350,0.044,0.006
23520752,0,2.250,0.042,0.006
23538705,0,2.250,0.042,0.006
23544202,0,2.300,0.043,0.006
23551613,0,2.350,0.044,0.006
23581202,0,2.400,0.045,0.007
23608700,0,2.450,0.046,0.007
23626921,0,2.450,0.046,0.007
23636984,0,2.450,0.046,0.007
23651987,0,2.500,0.047,0.007
23653107,0,2.450,0.046,0.007
23725131,0,2.450,0.046,0.007
23738044,0,2.500,0.047,0.007
23787704,0,2.550,0.048,0.007
23803467,0,2.600,0.049,0.007
23821047,0,2.600,0.049,0.007
23849536,0,2.600,0.049,0.007
23883061,0,2.600,0.049,0.007
23917574,0,2.650,0.050,0.007
23919089,0,2.700,0.051,0.007
23936776,0,2.700,0.051,0.007
24011700,0,2.550,0.048,0.007
24144107,0,2.350,0.044,0.006
24170032,0,2.300,0.043,0.006
24187785,0,2.250,0.042,0.006
24219646,0,2.300,0.043,0.006
24304236,0,2.050,0.039,0.006
24326277,0,2.100,0.040,0.006
24362635,0,2.100,0.040,0.006
24364106,0,2.150,0.041,0.006
24387548,0,2.200,0.041,0.006
24404658,0,2.250,0.042,0.006
24405745,0,2.300,0.043,0.006
24425724,0,2.300,0.043,0.006
24431647,0,2.250,0.042,0.006
24434919,0,2.300,0.043,0.006
24456198,0,2.300,0.043,0.006
24513495,0,2.200,0.041,0.006
24519062,0,2.250,0.042,0.006
24570468,0,2.200,0.041,0.006
24573432,0,2.250,0.042,0.006
24586277,0,2.300,0.043,0.006
24598455,0,2.350,0.044,0.006
24600278,0,2.400,0.045,0.007
24622081,0,2.450,0.046,0.007
24627994,0,2.350,0.044,0.006
24662454,0,2.350,0.044,0.006
24683643,0,2.350,0.044,0.006
24740818,0,2.250,0.042,0.006
24765013,0,2.250,0.042,0.006
24798829,0,2.250,0.042,0.006
24809566,0,2.250,0.042,0.006
24828536,0,2.250,0.042,0.006
24855228,0,2.150,0.041,0.006
24898387,0,2.200,0.041,0.006
24913685,0,2.250,0.042,0.006
24925593,0,2.250,0.042,0.006
24927032,0,2.300,0.043,0.006
24945643,0,2.300,0.043,0.006
24953110,0,2.350,0.044,0.006
24958742,0,2.400,0.045,0.007
24998852,0,2.400,0.045,0.007
25018246,0,2.400,0.045,0.007
25032351,0,2.400,0.045,0.007
25062331,0,2.400,0.045,0.007
25063436,0,2.450,0.046,0.007
25087714,0,2.450,0.046,0.007
25099600,0,2.500,0.047,0.007
25110721,0,2.550,0.048,0.007
25111061,0,2.600,0.049,0.007
25121088,0,2.550,0.048,0.007
25151299,0,2.550,0.048,0.007
25154644,0,2.600,0.049,0.007
25168721,0,2.650,0.050,0.007
25175038,0,2.700,0.051,0.007
25277924,0,2.700,0.051,0.007
25337419,0,2.750,0.052,0.007
25364208,0,2.750,0.052,0.007
25395893,0,2.700,0.051,0.007
25415238,0,2.750,0.052,0.007
25467157,0,2.700,0.051,0.007
25521767,0,2.700,0.051,0.007
25537546,0,2.700,0.051,0.007
25556847,0,2.750,0.052,0.007
25598896,0,2.650,0.050,0.007
25632041,0,2.500,0.047,0.007
25634994,0,2.500,0.047,0.007
25668547,0,2.500,0.047,0.007
25671524,0,2.550,0.048,0.007
25704759,0,2.600,0.049,0.007
25709271,0,2.650,0.050,0.007
25745536,0,2.600,0.049,0.007
25749601,0,2.650,0.050,0.007
25807875,0,2.450,0.046,0.007
25852478,0,2.400,0.045,0.007
25861428,0,2.400,0.045,0.007
25887927,0,2.400,0.045,0.007
25972885,0,2.350,0.044,0.006
25982284,0,2.400,0.045,0.007
25989355,0,2.450,0.046,0.007
26019387,0,2.400,0.045,0.007
26039226,0,2.400,0.045,0.007
26088956,0,2.400,0.045,0.007
26105350,0,2.400,0.045,0.007
26106412,0,2.450,0.046,0.007
26110108,0,2.500,0.047,0.007
26112328,0,2.550,0.048,0.007
26123366,0,2.550,0.048,0.007
26127412,0,2.500,0.047,0.007
26132582,0,2.550,0.048,0.007
26141455,0,2.600,0.049,0.007
26144334,0,2.600,0.049,0.007
26147652,0,2.650,0.050,0.007
26167022,0,2.600,0.049,0.007
26180817,0,2.650,0.050,0.007
26222935,0,2.600,0.049,0.007
26229674,0,2.600,0.049,0.007
26260457,0,2.600,0.049,0.007
26280265,0,2.600,0.049,0.007
26336982,0,2.400,0.045,0.007
26362857,0,2.350,0.044,0.006
26368876,0,2.350,0.044,0.006
26384975,0,2.350,0.044,0.006
26397281,0,2.400,0.045,0.007
26454317,0,2.450,0.046,0.007
26465226,0,2.500,0.047,0.007
26559973,0,2.450,0.046,0.007
26573761,0,2.450,0.046,0.007
26589830,0,2.450,0.046,0.007
26599134,0,2.450,0.046,0.007
26607440,0,2.500,0.047,0.007
26611214,0,2.500,0.047,0.007
26635873,0,2.550,0.048,0.007
26648536,0,2.600,0.049,0.007
26654457,0,2.650,0.050,0.007
26674558,0,2.700,0.051,0.007
26697392,0,2.750,0.052,0.007
26732155,0,2.750,0.052,0.007
26749827,0,2.750,0.052,0.007
26758785,0,2.750,0.052,0.007
26782006,0,2.800,0.053,0.007
26786482,0,2.850,0.054,0.007
26807102,0,2.850,0.054,0.007
26814211,0,2.900,0.055,0.007
26823534,0,2.950,0.056,0.007
26824636,0,3.000,0.057,0.007
26865917,0,2.950,0.056,0.007
26874192,0,2.900,0.055,0.007
26924758,0,2.850,0.054,0.007
26939289,0,2.900,0.055,0.007
26946426,0,2.850,0.054,0.007
26947844,0,2.900,0.055,0.007
26971434,0,2.950,0.056,0.007
27007096,0,2.950,0.056,0.007
27041640,0,3.000,0.057,0.007
27055528,0,3.000,0.057,0.007
27064178,0,3.000,0.057,0.007
27110890,0,3.000,0.057,0.007
27119868,0,3.050,0.058,0.007
27146421,0,3.100,0.058,0.007
27165174,0,3.150,0.059,0.007
27166280,0,3.200,0.060,0.008
27172282,0,3.200,0.060,0.008
27214168,0,3.150,0.059,0.007
27220530,0,3.150,0.059,0.007
27256147,0,3.150,0.059,0.007
27270953,0,3.200,0.060,0.008
27300129,0,3.200,0.060,0.008
27336147,0,2.900,0.055,0.007
27403325,0,2.700,0.051,0.007
27412369,0,2.750,0.052,0.007
27421022,0,2.750,0.052,0.007
27426648,0,2.750,0.052,0.007
27487770,0,2.700,0.051,0.007
27491890,0,2.750,0.052,0.007
27500571,0,2.800,0.053,0.007
27546058,0,2.750,0.052,0.007
27571326,0,2.700,0.051,0.007
27599163,0,2.650,0.050,0.007
27605445,0,2.700,0.051,0.007
27609809,0,2.750,0.052,0.007
27640188,0,2.800,0.053,0.007
27655386,0,2.800,0.053,0.007
27692170,0,2.800,0.053,0.007
27693275,0,2.850,0.054,0.007
27697707,0,2.900,0.055,0.007
27708050,0,2.950,0.056,0.007
27709861,0,3.000,0.057,0.007
27727015,0,3.050,0.058,0.007
27735248,0,3.100,0.058,0.007
27741561,0,3.150,0.059,0.007
27770991,0,3.100,0.058,0.007
27775112,0,3.150,0.059,0.007
27907927,0,2.800,0.053,0.007
27910884,0,2.850,0.054,0.007
27918740,0,2.900,0.055,0.007
27938214,0,2.900,0.055,0.007
27952683,0,2.900,0.055,0.007
28113000,0,2.500,0.047,0.007
28139060,0,2.450,0.046,0.007
28190374,0,2.350,0.044,0.006
28231193,0,2.350,0.044,0.006
28243898,0,2.350,0.044,0.006
28264900,0,2.300,0.043,0.006
28274643,0,2.350,0.044,0.006
28367772,0,2.150,0.041,0.006
28374156,0,2.150,0.041,0.006
28393038,0,2.200,0.041,0.006
28412763,0,2.200,0.041,0.006
28424485,0,2.200,0.041,0.006
28442815,0,2.250,0.042,0.006
28467173,0,2.250,0.042,0.006
28496124,0,2.200,0.041,0.006
28502157,0,2.250,0.042,0.006
28511504,0,2.300,0.043,0.006
28547466,0,2.300,0.043,0.006
28574177,0,2.350,0.044,0.006
28577105,0,2.400,0.045,0.007
28670830,0,2.250,0.042,0.006
28701019,0,2.150,0.041,0.006
28783678,0,2.150,0.041,0.006
28784809,0,2.200,0.041,0.006
28789303,0,2.250,0.042,0.006
28790782,0,2.300,0.043,0.006
28804186,0,2.250,0.042,0.006
28804552,0,2.300,0.043,0.006
28826187,0,2.300,0.043,0.006
28859457,0,2.250,0.042,0.006
28897365,0,2.150,0.041,0.006
28900338,0,2.200,0.041,0.006
28903296,0,2.200,0.041,0.006
28906274,0,2.250,0.042,0.006
28952039,0,2.100,0.040,0.006
28962576,0,2.150,0.041,0.006
28971926,0,2.150,0.041,0.006
28989490,0,2.200,0.041,0.006
28993038,0,2.250,0.042,0.006
28997858,0,2.300,0.043,0.006
29018003,0,2.350,0.044,0.006
29055612,0,2.400,0.045,0.007
29060356,0,2.450,0.046,0.007
29076884,0,2.500,0.047,0.007
29088476,0,2.550,0.048,0.007
29103067,0,2.600,0.049,0.007
29124438,0,2.500,0.047,0.007
29132692,0,2.550,0.048,0.007
29147288,0,2.550,0.048,0.007
29207237,0,2.550,0.048,0.007
29234466,0,2.600,0.049,0.007
29251980,0,2.650,0.050,0.007
29258709,0,2.700,0.051,0.007
29260190,0,2.750,0.052,0.007
29284192,0,2.800,0.053,0.007
29298389,0,2.850,0.054,0.007
29324262,0,2.850,0.054,0.007
29355394,0,2.850,0.054,0.007
29372332,0,2.900,0.055,0.007
29404533,0,2.900,0.055,0.007
29426671,0,2.950,0.056,0.007
29427793,0,3.000,0.057,0.007
29470496,0,2.900,0.055,0.007
29510185,0,2.900,0.055,0.007
29518473,0,2.950,0.056,0.007
29538365,0,3.000,0.057,0.007
29546255,0,3.050,0.058,0.007
29555656,0,3.100,0.058,0.007
29572776,0,3.050,0.058,0.007
29583966,0,3.100,0.058,0.007
29588067,0,3.150,0.059,0.007
29598236,0,3.150,0.059,0.007
29604996,0,3.200,0.060,0.008
29627551,0,3.150,0.059,0.007
29659555,0,3.150,0.059,0.007
29673810,0,3.150,0.059,0.007
29706423,0,3.050,0.058,0.007
29741213,0,3.100,0.058,0.007
29755147,0,3.100,0.058,0.007
29781593,0,3.050,0.058,0.007
29786778,0,3.100,0.058,0.007
29812293,0,3.150,0.059,0.007
29824683,0,3.200,0.060,0.008
29842678,0,3.250,0.061,0.008
29875559,0,3.250,0.061,0.008
29877413,0,3.300,0.062,0.008
29921365,0,3.300,0.062,0.008
29933312,0,3.350,0.063,0.008
29950760,0,3.450,0.065,0.008
29957112,0,3.500,0.066,0.008
29968288,0,3.550,0.067,0.008
29973447,0,3.600,0.068,0.008
29999698,0,3.450,0.065,0.008
30051485,0,3.350,0.063,0.008
30073285,0,3.350,0.063,0.008
30086375,0,3.400,0.064,0.008
30091245,0,3.450,0.065,0.008
30104425,0,3.300,0.062,0.008
30181960,0,3.200,0.060,0.008
30207141,0,3.050,0.058,0.007
30221341,0,3.050,0.058,0.007
30221697,0,3.100,0.058,0.007
30265524,0,3.050,0.058,0.007
30268117,0,3.100,0.058,0.007
30291405,0,3.050,0.058,0.007
30320456,0,3.050,0.058,0.007
30327857,0,3.050,0.058,0.007
30360492,0,3.000,0.057,0.007
30361927,0,3.050,0.058,0.007
30372805,0,3.100,0.058,0.007
30464220,0,2.900,0.055,0.007
30469864,0,2.950,0.056,0.007
30508439,0,2.900,0.055,0.007
30585550,0,2.800,0.053,0.007
30617440,0,2.800,0.053,0.007
30621420,0,2.850,0.054,0.007
30653068,0,2.800,0.053,0.007
30689159,0,2.800,0.053,0.007
30763377,0,2.600,0.049,0.007
30777614,0,2.600,0.049,0.007
30786887,0,2.550,0.048,0.007
30810368,0,2.500,0.047,0.007
30811803,0,2.550,0.048,0.007
30853028,0,2.550,0.048,0.007
30921825,0,2.450,0.046,0.007
30928519,0,2.500,0.047,0.007
30934848,0,2.550,0.048,0.007
30935496,0,2.600,0.049,0.007
30962463,0,2.550,0.048,0.007
31032079,0,2.400,0.045,0.007
31071090,0,2.400,0.045,0.007
31082376,0,2.350,0.044,0.006
31138389,0,2.300,0.043,0.006
31162758,0,2.200,0.041,0.006
31258483,0,2.050,0.039,0.006
31290406,0,1.950,0.037,0.006
31297457,0,2.000,0.038,0.006
31346533,0,2.000,0.038,0.006
31402117,0,2.000,0.038,0.006
31437346,0,1.900,0.036,0.006
31442918,0,1.950,0.037,0.006
31481848,0,1.900,0.036,0.006
31508731,0,1.900,0.036,0.006
31515425,0,1.950,0.037,0.006
31562273,0,1.800,0.034,0.006
31576871,0,1.800,0.034,0.006
31584737,0,1.850,0.035,0.006
31604617,0,1.900,0.036,0.006
31661938,0,1.950,0.037,0.006
31675776,0,1.900,0.036,0.006
31678632,0,1.950,0.037,0.006
31679764,0,2.000,0.038,0.006
31682717,0,2.050,0.039,0.006
31683450,0,2.100,0.040,0.006
31717919,0,2.100,0.040,0.006
31726815,0,2.150,0.041,0.006
31739152,0,2.200,0.041,0.006
31783639,0,2.200,0.041,0.006
31790777,0,2.250,0.042,0.006
31806923,0,2.300,0.043,0.006
31844508,0,2.250,0.042,0.006
31877220,0,2.250,0.042,0.006
31912080,0,2.250,0.042,0.006
31941404,0,2.350,0.044,0.006
31964737,0,2.350,0.044,0.006
31977379,0,2.350,0.044,0.006
32031228,0,2.250,0.042,0.006
32050199,0,2.300,0.043,0.006
32055071,0,2.300,0.043,0.006
32081218,0,2.350,0.044,0.006
32084982,0,2.400,0.045,0.007
32121723,0,2.400,0.045,0.007
32175659,0,2.250,0.042,0.006
32198224,0,2.300,0.043,0.006
32239688,0,2.300,0.043,0.006
32266275,0,2.350,0.044,0.006
32267362,0,2.400,0.045,0.007
32279687,0,2.400,0.045,0.007
32355458,0,2.350,0.044,0.006
32364088,0,2.350,0.044,0.006
32367821,0,2.400,0.045,0.007
32387222,0,2.450,0.046,0.007
32414976,0,2.500,0.047,0.007
32591367,0,2.350,0.044,0.006
32594680,0,2.400,0.045,0.007
32629667,0,2.400,0.045,0.007
32638745,0,2.400,0.045,0.007
32654873,0,2.400,0.045,0.007
32671415,0,2.450,0.046,0.007
32698439,0,2.450,0.046,0.007
32703484,0,2.500,0.047,0.007
32703810,0,2.550,0.048,0.007
32774961,0,2.400,0.045,0.007
32777500,0,2.450,0.046,0.007
32781975,0,2.500,0.047,0.007
32831920,0,2.450,0.046,0.007
32869137,0,2.450,0.046,0.007
32903412,0,2.250,0.042,0.006
32915356,0,2.300,0.043,0.006
32916770,0,2.300,0.043,0.006
32919358,0,2.300,0.043,0.006
32923101,0,2.300,0.043,0.006
32952238,0,2.300,0.043,0.006
32998659,0,2.250,0.042,0.006
33010231,0,2.300,0.043,0.006
33057167,0,2.300,0.043,0.006
33113467,0,2.250,0.042,0.006
33114190,0,2.300,0.043,0.006
33133263,0,2.350,0.044,0.006
33136981,0,2.400,0.045,0.007
33149301,0,2.350,0.044,0.006
33158618,0,2.400,0.045,0.007
33190850,0,2.350,0.044,0.006
33200960,0,2.400,0.045,0.007
33203200,0,2.450,0.046,0.007
33293727,0,2.250,0.042,0.006
33299713,0,2.300,0.043,0.006
33315365,0,2.350,0.044,0.006
33337019,0,2.350,0.044,0.006
33358354,0,2.400,0.045,0.007
33359082,0,2.450,0.046,0.007
33424972,0,2.400,0.045,0.007
33441688,0,2.400,0.045,0.007
33445747,0,2.450,0.046,0.007
33467480,0,2.400,0.045,0.007
33506908,0,2.400,0.045,0.007
33529811,0,2.400,0.045,0.007
33569520,0,2.300,0.043,0.006
33613635,0,2.250,0.042,0.006
33636850,0,2.300,0.043,0.006
33654038,0,2.350,0.044,0.006
33723473,0,2.400,0.045,0.007
33725335,0,2.450,0.046,0.007
33749186,0,2.500,0.047,0.007
33760010,0,2.550,0.048,0.007
33778753,0,2.600,0.049,0.007
33814103,0,2.550,0.048,0.007
33840084,0,2.500,0.047,0.007
33846336,0,2.550,0.048,0.007
33919788,0,2.350,0.044,0.006
33945549,0,2.400,0.045,0.007
33948149,0,2.450,0.046,0.007
33991461,0,2.350,0.044,0.006
34014546,0,2.400,0.045,0.007
34025655,0,2.450,0.046,0.007
34094739,0,2.400,0.045,0.007
34102940,0,2.400,0.045,0.007
34109983,0,2.450,0.046,0.007
34209862,0,2.150,0.041,0.006
34219159,0,2.200,0.041,0.006
34231110,0,2.250,0.042,0.006
34246058,0,2.300,0.043,0.006
34270491,0,2.300,0.043,0.006
34276815,0,2.350,0.044,0.006
34296031,0,2.400,0.045,0.007
34298219,0,2.450,0.046,0.007
34305986,0,2.500,0.047,0.007
34332907,0,2.350,0.044,0.006
34346769,0,2.350,0.044,0.006
34347900,0,2.400,0.045,0.007
34353508,0,2.450,0.046,0.007
34388208,0,2.400,0.045,0.007
34428294,0,2.350,0.044,0.006
34432032,0,2.400,0.045,0.007
34444774,0,2.450,0.046,0.007
34451484,0,2.500,0.047,0.007
34475460,0,2.550,0.048,0.007
34503512,0,2.500,0.047,0.007
34520057,0,2.500,0.047,0.007
34529377,0,2.550,0.048,0.007
34547351,0,2.550,0.048,0.007
34576400,0,2.500,0.047,0.007
34635519,0,2.500,0.047,0.007
34635886,0,2.550,0.048,0.007
34639231,0,2.550,0.048,0.007
34641094,0,2.600,0.049,0.007
34716966,0,2.500,0.047,0.007
34727162,0,2.550,0.048,0.007
34732814,0,2.600,0.049,0.007
34737682,0,2.650,0.050,0.007
34738776,0,2.700,0.051,0.007
34760874,0,2.750,0.052,0.007
34814081,0,2.700,0.051,0.007
34827741,0,2.750,0.052,0.007
34853505,0,2.700,0.051,0.007
34882134,0,2.750,0.052,0.007
34882870,0,2.800,0.053,0.007
34887305,0,2.850,0.054,0.007
34895575,0,2.900,0.055,0.007
34924775,0,2.850,0.054,0.007
34996029,0,2.750,0.052,0.007
35000103,0,2.800,0.053,0.007
35009099,0,2.850,0.054,0.007
35018064,0,2.850,0.054,0.007
35035325,0,2.850,0.054,0.007
35048758,0,2.850,0.054,0.007
35051356,0,2.900,0.055,0.007
35068303,0,2.950,0.056,0.007
35168044,0,2.850,0.054,0.007
35226216,0,2.750,0.052,0.007
35230998,0,2.800,0.053,0.007
35255708,0,2.850,0.054,0.007
35305059,0,2.750,0.052,0.007
35338200,0,2.800,0.053,0.007
35338914,0,2.850,0.054,0.007
35357852,0,2.900,0.055,0.007
35360755,0,2.950,0.056,0.007
35363373,0,3.000,0.057,0.007
35381262,0,3.050,0.058,0.007
35382347,0,3.100,0.058,0.007
35386085,0,3.150,0.059,0.007
35478985,0,2.900,0.055,0.007
35509020,0,2.800,0.053,0.007
35519599,0,2.850,0.054,0.007
35557115,0,2.700,0.051,0.007
35571414,0,2.750,0.052,0.007
35585345,0,2.800,0.053,0.007
35629596,0,2.700,0.051,0.007
35664876,0,2.650,0.050,0.007
35668210,0,2.700,0.051,0.007
35674245,0,2.700,0.051,0.007
35694981,0,2.750,0.052,0.007
35709616,0,2.750,0.052,0.007
35761377,0,2.650,0.050,0.007
35766285,0,2.700,0.051,0.007
35901083,0,2.500,0.047,0.007
35903676,0,2.550,0.048,0.007
35917063,0,2.550,0.048,0.007
35959417,0,2.350,0.044,0.006
35972870,0,2.400,0.045,0.007
35995041,0,2.450,0.046,0.007
36034823,0,2.400,0.045,0.007
36061838,0,2.400,0.045,0.007
36126247,0,2.200,0.041,0.006
36148345,0,2.250,0.042,0.006
36157018,0,2.300,0.043,0.006
36191937,0,2.350,0.044,0.006
36194143,0,2.350,0.044,0.006
36260349,0,2.100,0.040,0.006
36261437,0,2.150,0.041,0.006
36294114,0,2.150,0.041,0.006
36360977,0,2.200,0.041,0.006
36386507,0,2.200,0.041,0.006
36423043,0,2.200,0.041,0.006
36432785,0,2.200,0.041,0.006
36486433,0,2.200,0.041,0.006
36504801,0,2.200,0.041,0.006
36529827,0,2.250,0.042,0.006
36538342,0,2.200,0.041,0.006
36548343,0,2.250,0.042,0.006
36578171,0,2.050,0.039,0.006
36584177,0,2.050,0.039,0.006
36585310,0,2.100,0.040,0.006
36595286,0,2.150,0.041,0.006
36653126,0,2.200,0.041,0.006
36678496,0,2.200,0.041,0.006
36685612,0,2.250,0.042,0.006
36727775,0,2.200,0.041,0.006
36734143,0,2.250,0.042,0.006
36736703,0,2.300,0.043,0.006
36749398,0,2.350,0.044,0.006
36773106,0,2.300,0.043,0.006
36875211,0,2.100,0.040,0.006
36883662,0,2.150,0.041,0.006
36905461,0,2.150,0.041,0.006
36946712,0,2.150,0.041,0.006
36948530,0,2.200,0.041,0.006
37004289,0,2.150,0.041,0.006
37008400,0,2.200,0.041,0.006
37041088,0,2.250,0.042,0.006
37078379,0,2.300,0.043,0.006
37078742,0,2.350,0.044,0.006
37099222,0,2.300,0.043,0.006
37101086,0,2.350,0.044,0.006
37123930,0,2.350,0.044,0.006
37163412,0,2.350,0.044,0.006
37170096,0,2.400,0.045,0.007
37192062,0,2.400,0.045,0.007
37224283,0,2.400,0.045,0.007
37234415,0,2.400,0.045,0.007
37241928,0,2.450,0.046,0.007
37277971,0,2.450,0.046,0.007
37283515,0,2.500,0.047,0.007
37310414,0,2.550,0.048,0.007
37316723,0,2.600,0.049,0.007
37336948,0,2.600,0.049,0.007
37341037,0,2.650,0.050,0.007
37392307,0,2.550,0.048,0.007
37393427,0,2.550,0.048,0.007
37405392,0,2.600,0.049,0.007
37452801,0,2.650,0.050,0.007
37466951,0,2.600,0.049,0.007
37485664,0,2.650,0.050,0.007
37647134,0,2.450,0.046,0.007
37676586,0,2.500,0.047,0.007
37691483,0,2.500,0.047,0.007
37700094,0,2.550,0.048,0.007
37710566,0,2.550,0.048,0.007
37771618,0,2.450,0.046,0.007
37781021,0,2.450,0.046,0.007
37828180,0,2.350,0.044,0.006
37889605,0,2.250,0.042,0.006
37911650,0,2.300,0.043,0.006
37914223,0,2.350,0.044,0.006
37981865,0,2.150,0.041,0.006
38043233,0,2.200,0.041,0.006
38074290,0,2.200,0.041,0.006
38099057,0,2.200,0.041,0.006
38117016,0,2.200,0.041,0.006
38158954,0,2.150,0.041,0.006
38191605,0,2.200,0.041,0.006
38195381,0,2.250,0.042,0.006
38206914,0,2.250,0.042,0.006
38221644,0,2.300,0.043,0.006
38234341,0,2.350,0.044,0.006
38261374,0,2.350,0.044,0.006
38284637,0,2.300,0.043,0.006
38288361,0,2.350,0.044,0.006
38293257,0,2.400,0.045,0.007
38317980,0,2.350,0.044,0.006
38328520,0,2.350,0.044,0.006
38380419,0,2.300,0.043,0.006
38384403,0,2.350,0.044,0.006
38448094,0,2.200,0.041,0.006
38469718,0,2.250,0.042,0.006
38479846,0,2.200,0.041,0.006
38494798,0,2.250,0.042,0.006
38515022,0,2.200,0.041,0.006
38543584,0,2.150,0.041,0.006
38550717,0,2.200,0.041,0.006
38557886,0,2.250,0.042,0.006
38562739,0,2.300,0.043,0.006
38570959,0,2.350,0.044,0.006
38622785,0,2.250,0.042,0.006
38647786,0,2.300,0.043,0.006
38652708,0,2.300,0.043,0.006
38695757,0,2.250,0.042,0.006
38796718,0,2.300,0.043,0.006
38807209,0,2.350,0.044,0.006
38819957,0,2.400,0.045,0.007
